tmc,am_lottr,pm_lottr
129P04383,1.0625,1.0588235294117645
129P04384,1.0517241379310345,1.0327868852459017
129P04385,1.032258064516129,1.0329670329670328
129P04386,1.0499999999999998,1.0499999999999998
129P04387,1.037037037037037,1.0384615384615385
129P04388,1.027777777777778,1.0285714285714287
129P04389,1.0,1.0
129P04390,1.027777777777778,1.0285714285714287
129P04391,1.0263157894736843,1.027027027027027
129P04392,1.0222222222222221,1.0227272727272727
129P04393,1.0416666666666667,1.0208333333333333
129P04394,1.0408163265306123,1.0416666666666667
129P04395,1.03125,1.032258064516129
129P04396,1.048780487804878,1.025
129P04397,1.0444444444444443,1.0465116279069768
129P04398,1.0285714285714287,1.0588235294117645
129P04399,1.02,1.0416666666666667
129P04400,1.0465116279069768,1.0714285714285714
129P04401,1.0869565217391304,1.0434782608695652
129P04402,1.0555555555555556,1.0574712643678161
129P04403,1.0555555555555556,1.0285714285714287
129P04404,1.027777777777778,1.0285714285714287
129P04405,1.0999999999999999,1.0
129P04406,1.1304347826086956,1.0476190476190477
129P04407,2.15,1.0
129P04408,1.4457831325301205,1.0677966101694916
129P04409,1.08,1.2300884955752214
129P04410,1.0,1.2058823529411764
129P04411,1.25,1.1666666666666667
129P04412,1.0714285714285714,1.3181818181818181
129P04413,1.0999999999999999,1.4166666666666667
129P04414,1.1428571428571428,1.125
129P04415,1.025,1.2195121951219512
129P04416,1.08,1.1538461538461537
129P04417,1.0,1.0666666666666667
129P04418,1.0,1.0
129P04419,1.0714285714285714,3.1176470588235294
129P04420,1.0638297872340425,1.3363636363636362
129P04421,1.0833333333333335,1.2272727272727273
129P04423,1.7656249999999998,1.037037037037037
129P04424,1.4285714285714286,1.0
129P04425,1.360655737704918,1.0294117647058822
129P04426,1.3636363636363635,1.0555555555555556
129P04427,1.3150684931506849,1.0833333333333335
129P04428,1.188235294117647,2.111111111111111
129P04429,1.777777777777778,1.0597014925373134
129P04430,1.5625,1.1176470588235294
129P04431,1.3636363636363635,1.272727272727273
129P04432,1.4375,1.6610169491525424
129P04433,1.15,1.5054945054945055
129P04434,1.2105263157894737,1.3750000000000002
129P04435,1.0714285714285714,1.1875
129P04436,1.0,1.0
129P04437,1.0,1.0
129P04438,1.0,1.0999999999999999
129P04439,1.0714285714285714,1.0714285714285714
129P04440,1.0,1.0
129P04441,1.0,1.0
129P04442,1.5714285714285716,1.0303030303030303
129P04443,1.0666666666666667,1.0476190476190477
129P04444,1.0632911392405062,1.0384615384615385
129P04445,1.0476190476190477,1.0476190476190477
129P04446,1.0454545454545454,1.0465116279069768
129P04447,1.0476190476190477,1.024390243902439
129P04448,1.558139534883721,1.025
129P04449,1.6538461538461537,1.0465116279069768
129P04450,1.3798882681564246,1.0208333333333333
129P04451,1.2857142857142858,1.125
129P04452,1.714285714285714,1.4285714285714286
129P04453,1.0576923076923077,1.0576923076923077
129P04454,1.0,1.0476190476190477
129P04455,1.0,1.0416666666666667
129P04456,1.0697674418604652,1.1219512195121952
129P04457,1.0,1.08
129P04458,1.0,1.131578947368421
129P04459,1.1428571428571428,1.1428571428571428
129P04460,1.0,1.135135135135135
129P04461,1.0,1.1515151515151514
129P04462,1.1052631578947367,1.0
129P04463,1.0,1.0
129P04464,1.0294117647058822,1.0606060606060606
129P04465,1.04,1.0408163265306123
129P04466,1.0,1.0
129P04467,1.0999999999999999,1.0
129P04468,1.0,1.0
129P04469,1.1666666666666667,1.1666666666666667
129P04479,1.0909090909090908,1.0
129P04480,1.0,1.125
129P04481,1.0344827586206897,1.0357142857142856
129P04593,1.0,1.0
129P04594,1.0,1.1428571428571428
129P04595,1.0,1.0
129P04596,1.0666666666666667,1.0666666666666667
129P04597,1.0666666666666667,1.0666666666666667
129P04598,1.0666666666666667,1.0666666666666667
129P04599,4.052631578947368,1.0588235294117645
129P04600,2.1487603305785123,1.0363636363636362
129P04601,1.253968253968254,1.0344827586206897
129P04602,1.2499999999999998,1.0526315789473684
129P04603,1.25,1.0434782608695652
129P04604,1.125,1.0
129P04605,1.0571428571428572,1.0294117647058822
129P04606,1.0588235294117645,1.0
129P04607,1.0,1.0
129P04608,1.046875,1.0461538461538462
129P04609,1.0408163265306123,1.0416666666666667
129P04610,1.027027027027027,1.0555555555555556
129P04611,1.048780487804878,1.048780487804878
129P04612,1.0465116279069768,1.0476190476190477
129P04613,1.0,1.0333333333333334
129P04614,1.0465116279069768,1.0232558139534884
129P04615,1.1363636363636365,1.0731707317073171
129P04623,1.0,1.2
129P04624,1.0454545454545454,1.0476190476190477
129P04625,1.0697674418604652,1.0465116279069768
129P04626,1.0576923076923077,1.0576923076923077
129P04627,1.0263157894736843,1.0263157894736843
129P04628,1.0612244897959184,1.0612244897959184
129P04629,1.0681818181818181,1.0681818181818181
129P04630,1.0425531914893618,1.0434782608695652
129P04638,1.0,1.0
129P04639,1.0416666666666667,1.0434782608695652
129P04640,1.0357142857142856,1.0714285714285714
129P04641,1.0208333333333333,2.283018867924528
129P04642,1.5,1.0
129P04643,1.3333333333333335,1.0
129P04644,1.0,1.125
129P04661,1.0333333333333334,1.0344827586206897
129P04663,1.0526315789473684,1.0
129P04664,1.0434782608695652,1.0416666666666667
129P04665,1.032258064516129,1.032258064516129
129P04666,1.0,1.0
129P04667,1.0454545454545454,1.0434782608695652
129P04677,1.4814814814814814,1.0384615384615385
129P04678,1.074074074074074,1.0384615384615385
129P04743,1.0,1.0
129P04745,1.2,1.1428571428571428
129P04746,1.0425531914893618,1.555
129P04747,1.2857142857142856,1.2380952380952381
129P04750,1.4117647058823528,1.7999999999999998
129P04751,1.1875,1.1719745222929936
129P04752,1.1904761904761905,1.2333333333333334
129P04756,1.5999999999999999,1.125
129P04762,1.0666666666666667,1.0
129P04763,2.0,1.0
129P04765,1.0,1.0909090909090908
129P04766,1.1320754716981132,1.0392156862745099
129P04768,1.3617021276595747,1.0333333333333334
129P04771,1.0,1.714285714285714
129P04772,1.0714285714285714,1.3076923076923077
129P04773,1.0,1.25
129P04774,1.0,1.2424242424242422
129P04775,1.032258064516129,1.1904761904761905
129P04776,1.0,1.1538461538461537
129P04779,1.1111111111111112,1.16
129P04781,1.0909090909090908,1.0952380952380953
129P04782,1.1666666666666667,1.0
129P04918,1.0735294117647058,1.7098976109215016
129P04919,1.065,1.1051502145922747
129P04921,1.0,1.7999999999999998
129P05584,1.2040816326530612,1.2884615384615385
129P05858,1.0,2.0
129P05860,1.1538461538461537,1.4
129P05861,1.0,1.2
129P05862,1.3541666666666667,1.2149532710280373
129P05863,1.0731707317073171,1.1304347826086956
129P05866,1.434782608695652,1.326086956521739
129P05867,1.0,1.0909090909090908
129P06438,1.1395348837209303,1.2040816326530612
129P09183,1.125,1.15
129P09184,1.0588235294117645,1.1111111111111112
129P09185,1.5714285714285714,1.35
129P13226,1.0,1.0909090909090908
129P13227,1.0,1.0943396226415094
129P13228,1.0,1.0714285714285714
129P13229,1.0,1.0
129P13797,1.0227272727272727,1.0465116279069768
129P13801,1.03125,1.0606060606060606
129P13881,1.0135135135135136,1.0666666666666667
129P13885,1.0434782608695652,1.0416666666666667
129P14199,2.3,1.5294117647058822
129P14230,1.03125,1.03125
129P16182,1.0357142857142856,1.349206349206349
